timestamp,tweet_text,username,all_hashtags,followers_count
2020-06-12 10:59:09,"b'Authorities in #Kyrgyzstan must drop fake forgery charges against human rights defender Kamil Ruziev. Statement from Norwegian Helsinki Committee, @ahrca @crdefenders @IPHR and SL. https://t.co/aAYVkAMy7N #\xd0\x9a\xd1\x8b\xd1\x80\xd0\xb3\xd1\x8b\xd0\xb7\xd1\x81\xd1\x82\xd0\xb0\xd0\xbd'",b'nhc_no',"['Kyrgyzstan', 'Кыргызстан']",2509
2020-06-12 08:10:34,"b'""[T]o prevent similar bloodshed in future, we never accuse each other, saying you\'re a Kyrgyz or an Uzbek."" How life in southern #Kyrgyzstan\'s #Osh has changed since the city\'s 2010 ethnic clashes. https://t.co/wcNf58CnFC'",b'CurrentTimeEng',"['Kyrgyzstan', 'Osh']",28
2020-06-12 07:39:49,b'The Nomadic Kyrgyz people are calling these Yurtas their home for 3 months during summer.  They bring their cattle and horses with them and milk them daily. . Follow \xf0\x9f\x91\x89 @dodoexplorers for more .  #kyrgyzstan #songkul #discoverkyrgyzstan #yurta #mountainlake #hikemoreworryless https://t.co/OwSZH6YC25',b'dodoexplorers',"['kyrgyzstan', 'songkul', 'discoverkyrgyzstan', 'yurta', 'mountainlake', 'hikemoreworryless']",1934
2020-06-12 07:38:04,"b'The Song-Kul lake, located at 3016m above sea level serves as a place for fishing and swimming. The lake is swimmable only in August, but we still ventured for a swim even though the water was ~ 10\xc2\xb0C. . Follow \xf0\x9f\x91\x89 @dodoexplorers for more .  #kyrgyzstan #songkul #discoverkyrgyzstan https://t.co/QJM1YEnzJp'",b'dodoexplorers',"['kyrgyzstan', 'songkul', 'discoverkyrgyzstan']",1934
2020-06-12 07:09:58,"b'Discover how @UNECE @UNDP @giz_gmbh @Hilfswerk_Intl  training contributed to positive changes for people in the agri sector in #Kyrgyzstan, #Tajikistan, #Uzbekistan #Kazakhstan - incl. women in informal employment, young entrepreneurs &amp; local communities \xf0\x9f\x91\x89https://t.co/O82Veo9Zlf https://t.co/rGtY3kqsdb'",b'UNECE',"['Kyrgyzstan', 'Tajikistan', 'Uzbekistan', 'Kazakhstan']",49023
2020-06-12 06:44:08,"b""ten years ago, ethnic violence was still raging in southern #kyrgyzstan. ethnic uzbeks suffered the majority of casualties and destroyed homes. too many are still waiting for justice. @hrw again calls on the gov't to ensure accountability for abuses. https://t.co/EorZKQ0TVv https://t.co/kQGFPS6TDF""",b'MihraRittmann',['kyrgyzstan'],2669
2020-06-12 06:27:03,b'#Kyrgyzstan - Coronavirus Update (12/06 04:50 UTC) #Health https://t.co/h9OnObinVW https://t.co/yTA0X63zXd',b'riskmap_',"['Kyrgyzstan', 'Health']",15405
2020-06-12 05:40:01,"b'After the events, Ms. Louise @ChamberlainSDGs handed over keys of two buses which will travel throughout #Kyrgyzstan offering free legal advice on a range of mattersand reaching out the most marginalised segments of population. https://t.co/jwUHsVP9NS'",b'undpkg',['Kyrgyzstan'],3248
2020-06-12 03:35:55,b'Dear #GeorgeFloyd I happily announce that in #Kyrgyzstan we don\xe2\x80\x99t have #racism. The ex-director of the kyrgyz public broadcasting company (who is also a DUMB FUCK) honored your memory by wearing a black face mask\xf0\x9f\x91\x87\xf0\x9f\x8f\xbf. Also he wants to support the country\xe2\x80\x99s economy with your coffin. https://t.co/iB4IS9Xtms',b'krypton_____',"['GeorgeFloyd', 'Kyrgyzstan', 'racism']",84
2020-06-12 03:21:56,b'#Kyrgyzstan hotline &amp; crisis center Shans +996312435301',b'PixelProject',['Kyrgyzstan'],22093
2020-06-12 00:17:00,"b'#coronavirus update in #Kyrgyzstan. New cases confirmed 36, new recovered 58. Total cases in Kyrgyzstan confirmed 2129, recovered 1630, deaths 26. +1.72% daily cases increase, 36 reported today UTC time.'",b'CoronaSpread',"['coronavirus', 'Kyrgyzstan']",165
2020-06-11 22:33:55,"b'The reason is #China fears #Uyghurs in #EastTurkistan will restore independence just as former #USSR feared from independence of its colonies-#Kazakhstan, #Uzbekistan, #Kyrgyzstan, because #EastTurkistan is occupied by #China since 1949! https://t.co/bNIc0KcfIJ'",b'BrightDestinee',"['China', 'Uyghurs', 'EastTurkistan', 'USSR', 'Kazakhstan', 'Uzbekistan', 'Kyrgyzstan', 'EastTurkistan', 'China']",273
2020-06-11 21:19:39,b'Everlasting or Ever-Changing? Violence Along the #Kyrgyzstan-#Tajikistan Border https://t.co/Uli3Z3QAZ4',b'ACLEDINFO',"['Kyrgyzstan', 'Tajikistan']",21948
2020-06-11 20:13:30,b'Fuck #Kyrgyzstan.',b'fckeverycountry',['Kyrgyzstan'],981
2020-06-11 17:15:28,"b""Through @Gigaconnect's connectivity mapping platform @MFA_Kyrgyzstan committed to connecting the remaining 690 schools.   \xf0\x9f\x93\xa1Today, 99.4% of schools in #Kyrgyzstan are connected \xf0\x9f\x92\xa1Saving 40% of their annual #connectivity budget/year  \xe2\x9e\xa1\xef\xb8\x8fhttps://t.co/Z0czYGIxW4 #DigitalCooperation https://t.co/Rb4c9uyxim""",b'Gigaconnect',"['Kyrgyzstan', 'connectivity', 'DigitalCooperation']",341
2020-06-11 15:59:38,"b'""First Container Train Sets Off Along #China-#Kyrgyzstan-#Uzbekistan Multimodal Corridor"": ""...the new corridor is 4,380 km long. It is 295 km shorter than the route through #Kazakhstan\xe2\x80\x99s #Khorgos."" https://t.co/7vXWQPljau  #geopolitics #CentralAsia #connectivity'",b'halilikaya',"['China', 'Kyrgyzstan', 'Uzbekistan', 'Kazakhstan', 'Khorgos', 'geopolitics', 'CentralAsia', 'connectivity']",2913
2020-06-11 15:59:00,"b'Asel is a librarian in #Kyrgyzstan who is using WhatsApp to send lesson plans to families in quarantine. \xe2\x81\xa3 \xe2\x81\xa3 Now her students are able to continue learning collaboratively, even from afar. \xf0\x9f\x93\x9a https://t.co/nfE7g6b60I'",b'mercycorps_uk',['Kyrgyzstan'],7561
2020-06-11 15:47:45,"b'""#Iran-ian President Hassan Rouhani called for the promotion of #trade ties with #Kyrgyzstan within the framework of the Eurasian Economic Union (#EAEU)."" https://t.co/E2bumn4s7E  #CentralAsia #geoeconomics'",b'halilikaya',"['Iran', 'trade', 'Kyrgyzstan', 'EAEU', 'CentralAsia', 'geoeconomics']",2913
2020-06-11 14:08:17,b'Even the skies are beautiful in #Kyrgyzstan https://t.co/0IFZHZfcaf',b'Veronique8802',['Kyrgyzstan'],1018
2020-06-11 13:34:07,b'Thank you @ozonnia for facilitating @UNFCCC_CTCN @UNFCCC support to #Kyrgyzstan. Great partnership @UNDP @UNDPClimate @UNEP @ASteiner @JoyceMsuya https://t.co/ucwIoJ9N1r',b'RoseMwebaza',['Kyrgyzstan'],713
2020-06-11 13:27:55,b'Happy to assist #Kyrgyzstan: new request for #climatetech transfer https://t.co/c3miqed6bp #TechnologyNeedsAssesment #TNA #climateaction @UNFCCC @UNIDO @UNEP @RoseMwebaza https://t.co/EarX0DhscD',b'UNFCCC_CTCN',"['Kyrgyzstan', 'climatetech', 'TechnologyNeedsAssesment', 'TNA', 'climateaction']",3239
2020-06-11 12:44:49,"b'#COVID19 has made the lives of 250,000 children in #Kyrgyzstan, left behind by migrating parents, even harder. @unicefkg is stepping up efforts to protect these children including from the higher risk of violence  https://t.co/SxnxZGktUt'",b'UNICEF_ECA',"['COVID19', 'Kyrgyzstan']",8820
2020-06-11 11:25:36,"b""Throwback to a joyous Spring ride around Kyrgyzstan's Lake Issyk Kul in 2017. Skinny-dipping, blossom covered hills and nights spent under star-drenched skies. #Kyrgyzstan #happyplace https://t.co/zwlkFTZy6w""",b'AntsBK',"['Kyrgyzstan', 'happyplace']",1967
2020-06-11 11:00:09,b'KYRGYZ PRIDE \xf0\x9f\x87\xb0\xf0\x9f\x87\xac  Training never stops for promising and unbeaten Kyrgyz featherweight Nursultan Rakhmanberdi...  STAY TUNED \xe2\x9e\xa1 https://t.co/YhBL2unEN5  #TeamMTKGlobal #MTKMMA #BJJ #MMA #NursultanRakhmanberdi #Kyrgyzstan https://t.co/rvenwHFpUU',b'MTK_MMA',"['TeamMTKGlobal', 'MTKMMA', 'BJJ', 'MMA', 'NursultanRakhmanberdi', 'Kyrgyzstan']",753
2020-06-11 10:53:52,"b'Tomorrow, another court hearing takes place in Askarov\xe2\x80\x99s case in #Kyrgyzstan. We remind the authorities that their refusal to comply with the @UNHumanRights Committee\xe2\x80\x99s call for his release is at odds with the government\xe2\x80\x99s commitments under ICCPR &amp; violates Askarov\xe2\x80\x99s rights.'",b'crdefenders',['Kyrgyzstan'],8480
2020-06-11 10:53:52,b'A DECADE OF INJUSTICE: Monday 15 June marks exactly 10 years since #HumanRightsDefender Azimjon Askarov was arrested in #Kyrgyzstan. Askarov\xe2\x80\x99s wrongful life sentence was upheld in May by the Kyrgyz Supreme Court. https://t.co/WHOkKh2oct',b'crdefenders',"['HumanRightsDefender', 'Kyrgyzstan']",8480
2020-06-11 10:43:26,b'#CentralAsia:  find out how  #Kyrgyzstan #Kazakhstan #Tajikistan #Turkmenistan &amp; #Uzbekistan are muzzling dissent to stop the spread of news about #COVID19.  Read the second part of our briefing \xf0\x9f\x91\x87 https://t.co/2m4x9ZeYYg https://t.co/IKnULBMemi',b'omctorg',"['CentralAsia', 'Kyrgyzstan', 'Kazakhstan', 'Tajikistan', 'Turkmenistan', 'Uzbekistan', 'COVID19']",18296
2020-06-11 10:18:27,"b'""Turn every challenge into dialogue"",   Ms. Ulziisuren Jamsran,  @UN_Women Representative in #Kyrgyzstan,  top innovator in gender-transformative changes  and former UN Volunteer - today at #UNValumni session. https://t.co/9p5SXD3VcK'",b'UNVEurasia',"['Kyrgyzstan', 'UNValumni']",1395
2020-06-11 10:14:35,b'Discussion of the draft #Stigma Index report in #Kyrgyzstan. Interesting findings to be interpreted and translated into future actions. First time all KPs involved. #unaidskg @UNAIDS_EECA https://t.co/8gZEgnePhT',b'SarybaevaMeerim',"['Stigma', 'Kyrgyzstan', 'unaidskg']",421
2020-06-11 10:14:19,"b'Such a pleasure to see great talk of our @UNVolunteers w. Ms. Ulziisuren Jamsran, @UN_Women Head in #Kyrgyzstan. It was impressive inspiration for gender mainstreaming &amp; #volunteerism, based on personal experience &amp; real stories. https://t.co/lHC9YOvZy0'",b'dimworldtw',"['Kyrgyzstan', 'volunteerism']",311
2020-06-11 10:13:21,"b'REGIONAL | Stuck In Kyrgyzstan, Assam Students Seek CM\xe2\x80\x99s Help #Assam #Assamnews #Kyrgyzstan #SarbanandaSonowal @sarbanandsonwal @CMOfficeAssam  https://t.co/38uWM4DEfa'",b'pratidintime',"['Assam', 'Assamnews', 'Kyrgyzstan', 'SarbanandaSonowal']",68485
2020-06-11 08:43:12,"b""#Kyrgyzstan #parliamentary committee approves bill increasing #Russia's #military base fee  #maga #kashmir #AllLivesMatter #blm #USA #Australia #hongkong #tibet #srilanka #turkey #isreal #Maldives #afghanistan #germany #UK #Iran #defence #BYCOTTMADEInCHINA https://t.co/eO6wMOSien""",b'BhushanLalKoul2',"['Kyrgyzstan', 'parliamentary', 'Russia', 'military', 'maga', 'kashmir', 'AllLivesMatter', 'blm', 'USA', 'Australia', 'hongkong', 'tibet', 'srilanka', 'turkey', 'isreal', 'Maldives', 'afghanistan', 'germany', 'UK', 'Iran', 'defence', 'BYCOTTMADEInCHINA']",1439
